country,indicator,date,value_ICU,daily_vaccinations
Austria,Daily ICU occupancy,27/12/2020,414,0
Austria,Daily ICU occupancy,28/12/2020,421,1318
Austria,Daily ICU occupancy,29/12/2020,411,1482
Austria,Daily ICU occupancy,30/12/2020,395,1446
Austria,Daily ICU occupancy,31/12/2020,396,1088
Austria,Daily ICU occupancy,1/01/2021,385,872
Austria,Daily ICU occupancy,2/01/2021,385,728
Austria,Daily ICU occupancy,3/01/2021,363,625
Austria,Daily ICU occupancy,4/01/2021,368,455
Austria,Daily ICU occupancy,5/01/2021,371,478
Austria,Daily ICU occupancy,6/01/2021,361,405
Austria,Daily ICU occupancy,7/01/2021,373,872
Austria,Daily ICU occupancy,8/01/2021,371,2757
Austria,Daily ICU occupancy,9/01/2021,369,3399
Austria,Daily ICU occupancy,10/01/2021,372,3720
Austria,Daily ICU occupancy,11/01/2021,379,4514
Austria,Daily ICU occupancy,12/01/2021,378,6403
Austria,Daily ICU occupancy,13/01/2021,354,8586
Austria,Daily ICU occupancy,14/01/2021,361,10538
Austria,Daily ICU occupancy,15/01/2021,337,11310
Austria,Daily ICU occupancy,16/01/2021,342,11650
Austria,Daily ICU occupancy,17/01/2021,328,12145
Austria,Daily ICU occupancy,18/01/2021,334,12977
Austria,Daily ICU occupancy,19/01/2021,332,14585
Austria,Daily ICU occupancy,20/01/2021,323,15672
Austria,Daily ICU occupancy,21/01/2021,340,16108
Austria,Daily ICU occupancy,22/01/2021,331,15113
Austria,Daily ICU occupancy,23/01/2021,323,14579
Austria,Daily ICU occupancy,24/01/2021,323,13944
Austria,Daily ICU occupancy,25/01/2021,321,12517
Austria,Daily ICU occupancy,26/01/2021,313,10013
Austria,Daily ICU occupancy,27/01/2021,304,7777
Austria,Daily ICU occupancy,28/01/2021,304,6347
Austria,Daily ICU occupancy,29/01/2021,295,6851
Austria,Daily ICU occupancy,30/01/2021,297,6934
Austria,Daily ICU occupancy,31/01/2021,297,6957
Austria,Daily ICU occupancy,1/02/2021,294,7416
Austria,Daily ICU occupancy,2/02/2021,300,8685
Austria,Daily ICU occupancy,3/02/2021,303,10157
Austria,Daily ICU occupancy,4/02/2021,298,11704
Austria,Daily ICU occupancy,5/02/2021,300,12604
Austria,Daily ICU occupancy,6/02/2021,300,13388
Austria,Daily ICU occupancy,7/02/2021,285,13908
Austria,Daily ICU occupancy,8/02/2021,281,14637
Austria,Daily ICU occupancy,9/02/2021,279,14943
Austria,Daily ICU occupancy,10/02/2021,265,15481
Austria,Daily ICU occupancy,11/02/2021,265,16084
Austria,Daily ICU occupancy,12/02/2021,263,16885
Austria,Daily ICU occupancy,13/02/2021,267,17070
Austria,Daily ICU occupancy,14/02/2021,255,16640
Austria,Daily ICU occupancy,15/02/2021,258,16259
Austria,Daily ICU occupancy,16/02/2021,264,15548
Austria,Daily ICU occupancy,17/02/2021,262,15220
Austria,Daily ICU occupancy,18/02/2021,264,14511
Austria,Daily ICU occupancy,19/02/2021,261,13729
Austria,Daily ICU occupancy,20/02/2021,261,14097
Austria,Daily ICU occupancy,21/02/2021,254,14664
Austria,Daily ICU occupancy,22/02/2021,252,14639
Austria,Daily ICU occupancy,23/02/2021,273,14677
Austria,Daily ICU occupancy,24/02/2021,255,14697
Austria,Daily ICU occupancy,25/02/2021,248,14717
Austria,Daily ICU occupancy,26/02/2021,260,15865
Austria,Daily ICU occupancy,27/02/2021,260,17601
Austria,Daily ICU occupancy,28/02/2021,283,18201
Austria,Daily ICU occupancy,1/03/2021,296,18484
Austria,Daily ICU occupancy,2/03/2021,301,20015
Austria,Daily ICU occupancy,3/03/2021,313,21200
Austria,Daily ICU occupancy,4/03/2021,302,22278
Austria,Daily ICU occupancy,5/03/2021,325,23410
Austria,Daily ICU occupancy,6/03/2021,316,23840
Austria,Daily ICU occupancy,7/03/2021,317,24090
Austria,Daily ICU occupancy,8/03/2021,333,24486
Austria,Daily ICU occupancy,9/03/2021,329,24899
Austria,Daily ICU occupancy,10/03/2021,324,25025
Austria,Daily ICU occupancy,11/03/2021,342,27495
Austria,Daily ICU occupancy,12/03/2021,346,30564
Austria,Daily ICU occupancy,13/03/2021,356,34044
Austria,Daily ICU occupancy,14/03/2021,352,36785
Austria,Daily ICU occupancy,15/03/2021,373,38144
Austria,Daily ICU occupancy,16/03/2021,395,38162
Austria,Daily ICU occupancy,17/03/2021,396,38966
Austria,Daily ICU occupancy,18/03/2021,388,37548
Austria,Daily ICU occupancy,19/03/2021,400,36895
Austria,Daily ICU occupancy,20/03/2021,393,36191
Austria,Daily ICU occupancy,21/03/2021,416,33971
Austria,Daily ICU occupancy,22/03/2021,436,33240
Austria,Daily ICU occupancy,23/03/2021,438,34292
Austria,Daily ICU occupancy,24/03/2021,450,35039
Austria,Daily ICU occupancy,25/03/2021,455,36679
Austria,Daily ICU occupancy,26/03/2021,471,36269
Austria,Daily ICU occupancy,27/03/2021,508,35417
Austria,Daily ICU occupancy,28/03/2021,518,35287
Austria,Daily ICU occupancy,29/03/2021,537,36825
Austria,Daily ICU occupancy,30/03/2021,538,37623
Austria,Daily ICU occupancy,31/03/2021,531,36989
Austria,Daily ICU occupancy,1/04/2021,534,36376
Austria,Daily ICU occupancy,2/04/2021,537,35342
Austria,Daily ICU occupancy,3/04/2021,533,32516
Austria,Daily ICU occupancy,4/04/2021,562,31861
Austria,Daily ICU occupancy,5/04/2021,570,29822
Austria,Daily ICU occupancy,6/04/2021,583,29364
Austria,Daily ICU occupancy,7/04/2021,583,32310
Austria,Daily ICU occupancy,8/04/2021,579,36744
Austria,Daily ICU occupancy,9/04/2021,582,41710
Austria,Daily ICU occupancy,10/04/2021,584,47966
Austria,Daily ICU occupancy,11/04/2021,599,50242
Austria,Daily ICU occupancy,12/04/2021,615,53487
Austria,Daily ICU occupancy,13/04/2021,596,54488
Austria,Daily ICU occupancy,14/04/2021,589,56180
Austria,Daily ICU occupancy,15/04/2021,571,56412
Austria,Daily ICU occupancy,16/04/2021,560,55237
Austria,Daily ICU occupancy,17/04/2021,549,54161
Austria,Daily ICU occupancy,18/04/2021,546,53196
Austria,Daily ICU occupancy,19/04/2021,568,52714
Austria,Daily ICU occupancy,20/04/2021,561,52744
Austria,Daily ICU occupancy,21/04/2021,551,52124
Austria,Daily ICU occupancy,22/04/2021,521,51610
Austria,Daily ICU occupancy,23/04/2021,518,51314
Austria,Daily ICU occupancy,24/04/2021,508,48777
Austria,Daily ICU occupancy,25/04/2021,521,50014
Austria,Daily ICU occupancy,26/04/2021,520,49890
Austria,Daily ICU occupancy,27/04/2021,521,50285
Austria,Daily ICU occupancy,28/04/2021,519,49586
Austria,Daily ICU occupancy,29/04/2021,489,50345
Austria,Daily ICU occupancy,30/04/2021,506,52133
Austria,Daily ICU occupancy,1/05/2021,482,52385
Austria,Daily ICU occupancy,2/05/2021,476,50780
Austria,Daily ICU occupancy,3/05/2021,485,50562
Austria,Daily ICU occupancy,4/05/2021,463,52447
Austria,Daily ICU occupancy,5/05/2021,440,55257
Austria,Daily ICU occupancy,6/05/2021,431,58324
Austria,Daily ICU occupancy,7/05/2021,422,62390
Austria,Daily ICU occupancy,8/05/2021,406,63897
Austria,Daily ICU occupancy,9/05/2021,409,64209
Austria,Daily ICU occupancy,10/05/2021,385,66223
Austria,Daily ICU occupancy,11/05/2021,358,66923
Austria,Daily ICU occupancy,12/05/2021,337,70183
Austria,Daily ICU occupancy,13/05/2021,316,61057
Austria,Daily ICU occupancy,14/05/2021,322,58346
Austria,Daily ICU occupancy,15/05/2021,315,59446
Austria,Daily ICU occupancy,16/05/2021,285,60213
Austria,Daily ICU occupancy,17/05/2021,290,60789
Austria,Daily ICU occupancy,18/05/2021,278,61324
Austria,Daily ICU occupancy,19/05/2021,266,62058
Austria,Daily ICU occupancy,20/05/2021,249,73131
Austria,Daily ICU occupancy,21/05/2021,234,76201
Austria,Daily ICU occupancy,22/05/2021,237,76060
Austria,Daily ICU occupancy,23/05/2021,237,76818
Austria,Daily ICU occupancy,24/05/2021,224,73585
Austria,Daily ICU occupancy,25/05/2021,220,71458
Austria,Daily ICU occupancy,26/05/2021,198,69582
Austria,Daily ICU occupancy,27/05/2021,192,67886
Austria,Daily ICU occupancy,28/05/2021,171,67686
Austria,Daily ICU occupancy,29/05/2021,163,68157
Austria,Daily ICU occupancy,30/05/2021,149,69405
Austria,Daily ICU occupancy,31/05/2021,152,72145
Austria,Daily ICU occupancy,1/06/2021,147,77267
Austria,Daily ICU occupancy,2/06/2021,136,84491
Austria,Daily ICU occupancy,3/06/2021,128,80046
Austria,Daily ICU occupancy,4/06/2021,115,79871
Austria,Daily ICU occupancy,5/06/2021,150,79939
Austria,Daily ICU occupancy,6/06/2021,144,82115
Austria,Daily ICU occupancy,7/06/2021,146,84064
Austria,Daily ICU occupancy,8/06/2021,127,84152
Austria,Daily ICU occupancy,9/06/2021,122,80410
Austria,Daily ICU occupancy,10/06/2021,113,87983
Austria,Daily ICU occupancy,11/06/2021,97,91089
Austria,Daily ICU occupancy,12/06/2021,99,92002
Austria,Daily ICU occupancy,13/06/2021,99,89752
Austria,Daily ICU occupancy,14/06/2021,98,88506
Austria,Daily ICU occupancy,15/06/2021,94,87783
Austria,Daily ICU occupancy,16/06/2021,92,88185
Austria,Daily ICU occupancy,17/06/2021,86,87274
Austria,Daily ICU occupancy,18/06/2021,84,84653
Austria,Daily ICU occupancy,19/06/2021,83,84273
Austria,Daily ICU occupancy,20/06/2021,84,84159
Austria,Daily ICU occupancy,21/06/2021,80,84637
Austria,Daily ICU occupancy,22/06/2021,73,85372
Austria,Daily ICU occupancy,23/06/2021,70,84197
Austria,Daily ICU occupancy,24/06/2021,71,83374
Austria,Daily ICU occupancy,25/06/2021,68,84695
Austria,Daily ICU occupancy,26/06/2021,73,86173
Austria,Daily ICU occupancy,27/06/2021,63,86808
Austria,Daily ICU occupancy,28/06/2021,61,86604
Austria,Daily ICU occupancy,29/06/2021,56,86663
Austria,Daily ICU occupancy,30/06/2021,60,86980
Austria,Daily ICU occupancy,1/07/2021,53,88137
Austria,Daily ICU occupancy,2/07/2021,49,86988
Austria,Daily ICU occupancy,3/07/2021,46,86051
Austria,Daily ICU occupancy,4/07/2021,46,87908
Austria,Daily ICU occupancy,5/07/2021,45,87189
Austria,Daily ICU occupancy,6/07/2021,46,85740
Austria,Daily ICU occupancy,7/07/2021,46,82905
Austria,Daily ICU occupancy,8/07/2021,42,79956
Austria,Daily ICU occupancy,9/07/2021,42,76464
Austria,Daily ICU occupancy,10/07/2021,42,73694
Austria,Daily ICU occupancy,11/07/2021,37,70321
Austria,Daily ICU occupancy,12/07/2021,35,68911
Austria,Daily ICU occupancy,13/07/2021,37,67824
Austria,Daily ICU occupancy,14/07/2021,32,65930
Austria,Daily ICU occupancy,15/07/2021,35,61210
Austria,Daily ICU occupancy,16/07/2021,37,59958
Austria,Daily ICU occupancy,17/07/2021,35,59931
Austria,Daily ICU occupancy,18/07/2021,31,59551
Austria,Daily ICU occupancy,19/07/2021,33,58882
Austria,Daily ICU occupancy,20/07/2021,40,54959
Austria,Daily ICU occupancy,21/07/2021,30,52926
Austria,Daily ICU occupancy,22/07/2021,26,53660
Austria,Daily ICU occupancy,23/07/2021,26,52228
Austria,Daily ICU occupancy,24/07/2021,27,52172
Austria,Daily ICU occupancy,25/07/2021,26,52184
Austria,Daily ICU occupancy,26/07/2021,32,52007
Austria,Daily ICU occupancy,27/07/2021,41,52916
Austria,Daily ICU occupancy,28/07/2021,38,51319
Austria,Daily ICU occupancy,29/07/2021,40,47763
Austria,Daily ICU occupancy,30/07/2021,37,45525
Austria,Daily ICU occupancy,31/07/2021,33,43328
Austria,Daily ICU occupancy,1/08/2021,30,43146
Austria,Daily ICU occupancy,2/08/2021,31,42788
Austria,Daily ICU occupancy,3/08/2021,35,41734
Austria,Daily ICU occupancy,4/08/2021,31,40277
Austria,Daily ICU occupancy,5/08/2021,38,39646
Austria,Daily ICU occupancy,6/08/2021,34,38250
Austria,Daily ICU occupancy,7/08/2021,41,37386
Austria,Daily ICU occupancy,8/08/2021,44,37083
Austria,Daily ICU occupancy,9/08/2021,40,35213
Austria,Daily ICU occupancy,10/08/2021,46,34224
Austria,Daily ICU occupancy,11/08/2021,48,33248
Austria,Daily ICU occupancy,12/08/2021,49,31862
Austria,Daily ICU occupancy,13/08/2021,49,29022
Austria,Daily ICU occupancy,14/08/2021,53,27398
Austria,Daily ICU occupancy,15/08/2021,58,25128
Austria,Daily ICU occupancy,16/08/2021,64,26287
Austria,Daily ICU occupancy,17/08/2021,60,24166
Austria,Daily ICU occupancy,18/08/2021,62,22167
Austria,Daily ICU occupancy,19/08/2021,68,21365
Austria,Daily ICU occupancy,20/08/2021,69,21287
Austria,Daily ICU occupancy,21/08/2021,71,21033
Austria,Daily ICU occupancy,22/08/2021,73,20828
Austria,Daily ICU occupancy,23/08/2021,74,18768
Austria,Daily ICU occupancy,24/08/2021,86,17942
Austria,Daily ICU occupancy,25/08/2021,88,16416
Austria,Daily ICU occupancy,26/08/2021,94,15795
Austria,Daily ICU occupancy,27/08/2021,105,14640
Austria,Daily ICU occupancy,28/08/2021,110,13584
Belgium,Daily ICU occupancy,28/12/2020,510,0
Belgium,Daily ICU occupancy,29/12/2020,498,27
Belgium,Daily ICU occupancy,30/12/2020,496,265
Belgium,Daily ICU occupancy,31/12/2020,494,184
Belgium,Daily ICU occupancy,1/01/2021,489,140
Belgium,Daily ICU occupancy,2/01/2021,481,115
Belgium,Daily ICU occupancy,3/01/2021,468,98
Belgium,Daily ICU occupancy,4/01/2021,464,88
Belgium,Daily ICU occupancy,5/01/2021,430,334
Belgium,Daily ICU occupancy,6/01/2021,404,831
Belgium,Daily ICU occupancy,7/01/2021,381,2034
Belgium,Daily ICU occupancy,8/01/2021,377,3371
Belgium,Daily ICU occupancy,9/01/2021,379,3834
Belgium,Daily ICU occupancy,10/01/2021,371,3893
Belgium,Daily ICU occupancy,11/01/2021,378,4696
Belgium,Daily ICU occupancy,12/01/2021,356,6732
Belgium,Daily ICU occupancy,13/01/2021,360,9285
Belgium,Daily ICU occupancy,14/01/2021,346,11433
Belgium,Daily ICU occupancy,15/01/2021,345,13470
Belgium,Daily ICU occupancy,16/01/2021,352,13752
Belgium,Daily ICU occupancy,17/01/2021,367,14157
Belgium,Daily ICU occupancy,18/01/2021,369,14946
Belgium,Daily ICU occupancy,19/01/2021,361,15432
Belgium,Daily ICU occupancy,20/01/2021,337,15402
Belgium,Daily ICU occupancy,21/01/2021,338,16374
Belgium,Daily ICU occupancy,22/01/2021,338,17306
Belgium,Daily ICU occupancy,23/01/2021,327,17772
Belgium,Daily ICU occupancy,24/01/2021,322,17579
Belgium,Daily ICU occupancy,25/01/2021,325,17613
Belgium,Daily ICU occupancy,26/01/2021,322,16686
Belgium,Daily ICU occupancy,27/01/2021,313,15989
Belgium,Daily ICU occupancy,28/01/2021,323,15080
Belgium,Daily ICU occupancy,29/01/2021,315,13853
Belgium,Daily ICU occupancy,30/01/2021,315,13289
Belgium,Daily ICU occupancy,31/01/2021,315,13149
Belgium,Daily ICU occupancy,1/02/2021,325,12647
Belgium,Daily ICU occupancy,2/02/2021,311,14327
Belgium,Daily ICU occupancy,3/02/2021,310,16361
Belgium,Daily ICU occupancy,4/02/2021,306,17861
Belgium,Daily ICU occupancy,5/02/2021,304,19216
Belgium,Daily ICU occupancy,6/02/2021,292,19504
Belgium,Daily ICU occupancy,7/02/2021,300,19858
Belgium,Daily ICU occupancy,8/02/2021,302,20193
Belgium,Daily ICU occupancy,9/02/2021,308,20673
Belgium,Daily ICU occupancy,10/02/2021,303,19926
Belgium,Daily ICU occupancy,11/02/2021,294,20240
Belgium,Daily ICU occupancy,12/02/2021,295,20809
Belgium,Daily ICU occupancy,13/02/2021,298,21121
Belgium,Daily ICU occupancy,14/02/2021,307,20914
Belgium,Daily ICU occupancy,15/02/2021,319,21421
Belgium,Daily ICU occupancy,16/02/2021,311,19557
Belgium,Daily ICU occupancy,17/02/2021,315,18748
Belgium,Daily ICU occupancy,18/02/2021,314,17511
Belgium,Daily ICU occupancy,19/02/2021,314,16982
Belgium,Daily ICU occupancy,20/02/2021,316,16596
Belgium,Daily ICU occupancy,21/02/2021,329,16629
Belgium,Daily ICU occupancy,22/02/2021,348,16483
Belgium,Daily ICU occupancy,23/02/2021,353,17230
Belgium,Daily ICU occupancy,24/02/2021,362,17685
Belgium,Daily ICU occupancy,25/02/2021,369,18264
Belgium,Daily ICU occupancy,26/02/2021,393,18391
Belgium,Daily ICU occupancy,27/02/2021,397,18158
Belgium,Daily ICU occupancy,28/02/2021,407,17969
Belgium,Daily ICU occupancy,1/03/2021,413,18096
Belgium,Daily ICU occupancy,2/03/2021,426,18608
Belgium,Daily ICU occupancy,3/03/2021,434,19619
Belgium,Daily ICU occupancy,4/03/2021,426,22182
Belgium,Daily ICU occupancy,5/03/2021,433,24018
Belgium,Daily ICU occupancy,6/03/2021,416,24582
Belgium,Daily ICU occupancy,7/03/2021,425,24675
Belgium,Daily ICU occupancy,8/03/2021,436,25210
Belgium,Daily ICU occupancy,9/03/2021,441,25962
Belgium,Daily ICU occupancy,10/03/2021,452,26794
Belgium,Daily ICU occupancy,11/03/2021,448,27424
Belgium,Daily ICU occupancy,12/03/2021,468,27437
Belgium,Daily ICU occupancy,13/03/2021,474,27662
Belgium,Daily ICU occupancy,14/03/2021,485,27656
Belgium,Daily ICU occupancy,15/03/2021,503,29567
Belgium,Daily ICU occupancy,16/03/2021,522,32118
Belgium,Daily ICU occupancy,17/03/2021,534,33789
Belgium,Daily ICU occupancy,18/03/2021,543,36812
Belgium,Daily ICU occupancy,19/03/2021,550,40078
Belgium,Daily ICU occupancy,20/03/2021,557,41879
Belgium,Daily ICU occupancy,21/03/2021,569,41810
Belgium,Daily ICU occupancy,22/03/2021,589,42117
Belgium,Daily ICU occupancy,23/03/2021,601,42290
Belgium,Daily ICU occupancy,24/03/2021,636,44289
Belgium,Daily ICU occupancy,25/03/2021,652,44837
Belgium,Daily ICU occupancy,26/03/2021,667,45156
Belgium,Daily ICU occupancy,27/03/2021,701,45165
Belgium,Daily ICU occupancy,28/03/2021,712,45371
Belgium,Daily ICU occupancy,29/03/2021,740,44066
Belgium,Daily ICU occupancy,30/03/2021,737,41804
Belgium,Daily ICU occupancy,31/03/2021,756,45108
Belgium,Daily ICU occupancy,1/04/2021,790,48336
Belgium,Daily ICU occupancy,2/04/2021,801,50146
Belgium,Daily ICU occupancy,3/04/2021,821,49909
Belgium,Daily ICU occupancy,4/04/2021,831,49585
Belgium,Daily ICU occupancy,5/04/2021,866,48291
Belgium,Daily ICU occupancy,6/04/2021,892,50390
Belgium,Daily ICU occupancy,7/04/2021,909,45105
Belgium,Daily ICU occupancy,8/04/2021,911,48730
Belgium,Daily ICU occupancy,9/04/2021,925,56231
Belgium,Daily ICU occupancy,10/04/2021,905,63073
Belgium,Daily ICU occupancy,11/04/2021,899,63620
Belgium,Daily ICU occupancy,12/04/2021,919,68495
Belgium,Daily ICU occupancy,13/04/2021,947,72154
Belgium,Daily ICU occupancy,14/04/2021,941,79706
Belgium,Daily ICU occupancy,15/04/2021,930,77501
Belgium,Daily ICU occupancy,16/04/2021,923,71621
Belgium,Daily ICU occupancy,17/04/2021,923,70104
Belgium,Daily ICU occupancy,18/04/2021,931,70401
Belgium,Daily ICU occupancy,19/04/2021,946,72168
Belgium,Daily ICU occupancy,20/04/2021,926,68997
Belgium,Daily ICU occupancy,21/04/2021,935,67738
Belgium,Daily ICU occupancy,22/04/2021,910,65552
Belgium,Daily ICU occupancy,23/04/2021,901,62401
Belgium,Daily ICU occupancy,24/04/2021,886,60714
Belgium,Daily ICU occupancy,25/04/2021,886,60753
Belgium,Daily ICU occupancy,26/04/2021,892,61069
Belgium,Daily ICU occupancy,27/04/2021,892,61466
Belgium,Daily ICU occupancy,28/04/2021,888,61861
Belgium,Daily ICU occupancy,29/04/2021,864,63273
Belgium,Daily ICU occupancy,30/04/2021,855,64738
Belgium,Daily ICU occupancy,1/05/2021,824,64884
Belgium,Daily ICU occupancy,2/05/2021,825,64500
Belgium,Daily ICU occupancy,3/05/2021,831,66719
Belgium,Daily ICU occupancy,4/05/2021,795,71029
Belgium,Daily ICU occupancy,5/05/2021,757,79635
Belgium,Daily ICU occupancy,6/05/2021,744,87569
Belgium,Daily ICU occupancy,7/05/2021,727,98035
Belgium,Daily ICU occupancy,8/05/2021,707,104182
Belgium,Daily ICU occupancy,9/05/2021,702,104801
Belgium,Daily ICU occupancy,10/05/2021,710,105467
Belgium,Daily ICU occupancy,11/05/2021,686,103409
Belgium,Daily ICU occupancy,12/05/2021,660,94604
Belgium,Daily ICU occupancy,13/05/2021,644,88472
Belgium,Daily ICU occupancy,14/05/2021,643,87018
Belgium,Daily ICU occupancy,15/05/2021,621,86679
Belgium,Daily ICU occupancy,16/05/2021,619,86411
Belgium,Daily ICU occupancy,17/05/2021,613,90033
Belgium,Daily ICU occupancy,18/05/2021,595,99243
Belgium,Daily ICU occupancy,19/05/2021,589,106132
Belgium,Daily ICU occupancy,20/05/2021,562,110121
Belgium,Daily ICU occupancy,21/05/2021,540,107683
Belgium,Daily ICU occupancy,22/05/2021,544,107834
Belgium,Daily ICU occupancy,23/05/2021,542,108334
Belgium,Daily ICU occupancy,24/05/2021,542,101642
Belgium,Daily ICU occupancy,25/05/2021,531,96876
Belgium,Daily ICU occupancy,26/05/2021,508,94185
Belgium,Daily ICU occupancy,27/05/2021,491,93194
Belgium,Daily ICU occupancy,28/05/2021,469,90910
Belgium,Daily ICU occupancy,29/05/2021,451,91192
Belgium,Daily ICU occupancy,30/05/2021,442,91465
Belgium,Daily ICU occupancy,31/05/2021,439,99796
Belgium,Daily ICU occupancy,1/06/2021,404,100277
Belgium,Daily ICU occupancy,2/06/2021,378,106790
Belgium,Daily ICU occupancy,3/06/2021,365,113525
Belgium,Daily ICU occupancy,4/06/2021,342,119344
Belgium,Daily ICU occupancy,5/06/2021,337,126192
Belgium,Daily ICU occupancy,6/06/2021,331,129005
Belgium,Daily ICU occupancy,7/06/2021,336,136196
Belgium,Daily ICU occupancy,8/06/2021,319,142689
Belgium,Daily ICU occupancy,9/06/2021,309,146739
Belgium,Daily ICU occupancy,10/06/2021,302,147860
Belgium,Daily ICU occupancy,11/06/2021,300,153964
Belgium,Daily ICU occupancy,12/06/2021,285,154553
Belgium,Daily ICU occupancy,13/06/2021,274,153515
Belgium,Daily ICU occupancy,14/06/2021,276,151124
Belgium,Daily ICU occupancy,15/06/2021,256,151446
Belgium,Daily ICU occupancy,16/06/2021,247,149587
Belgium,Daily ICU occupancy,17/06/2021,234,148742
Belgium,Daily ICU occupancy,18/06/2021,212,148318
Belgium,Daily ICU occupancy,19/06/2021,203,145864
Belgium,Daily ICU occupancy,20/06/2021,204,147037
Belgium,Daily ICU occupancy,21/06/2021,206,141974
Belgium,Daily ICU occupancy,22/06/2021,184,135875
Belgium,Daily ICU occupancy,23/06/2021,183,135930
Belgium,Daily ICU occupancy,24/06/2021,175,134834
Belgium,Daily ICU occupancy,25/06/2021,157,130816
Belgium,Daily ICU occupancy,26/06/2021,149,129274
Belgium,Daily ICU occupancy,27/06/2021,150,129644
Belgium,Daily ICU occupancy,28/06/2021,147,129881
Belgium,Daily ICU occupancy,29/06/2021,143,131726
Belgium,Daily ICU occupancy,30/06/2021,134,123292
Belgium,Daily ICU occupancy,1/07/2021,126,116891
Belgium,Daily ICU occupancy,2/07/2021,123,109637
Belgium,Daily ICU occupancy,3/07/2021,115,105876
Belgium,Daily ICU occupancy,4/07/2021,113,102937
Belgium,Daily ICU occupancy,5/07/2021,112,102928
Belgium,Daily ICU occupancy,6/07/2021,101,102077
Belgium,Daily ICU occupancy,7/07/2021,99,106923
Belgium,Daily ICU occupancy,8/07/2021,96,110980
Belgium,Daily ICU occupancy,9/07/2021,93,115769
Belgium,Daily ICU occupancy,10/07/2021,87,121451
Belgium,Daily ICU occupancy,11/07/2021,83,123855
Belgium,Daily ICU occupancy,12/07/2021,89,127536
Belgium,Daily ICU occupancy,13/07/2021,90,127792
Belgium,Daily ICU occupancy,14/07/2021,82,126130
Belgium,Daily ICU occupancy,15/07/2021,86,121890
Belgium,Daily ICU occupancy,16/07/2021,81,120489
Belgium,Daily ICU occupancy,17/07/2021,81,116669
Belgium,Daily ICU occupancy,18/07/2021,88,114342
Belgium,Daily ICU occupancy,19/07/2021,84,111876
Belgium,Daily ICU occupancy,20/07/2021,87,112550
Belgium,Daily ICU occupancy,21/07/2021,85,105822
Belgium,Daily ICU occupancy,22/07/2021,83,112873
Belgium,Daily ICU occupancy,23/07/2021,84,116464
Belgium,Daily ICU occupancy,24/07/2021,89,115861
Belgium,Daily ICU occupancy,25/07/2021,94,115741
Belgium,Daily ICU occupancy,26/07/2021,97,114190
Belgium,Daily ICU occupancy,27/07/2021,94,112554
Belgium,Daily ICU occupancy,28/07/2021,96,120785
Belgium,Daily ICU occupancy,29/07/2021,93,115426
Belgium,Daily ICU occupancy,30/07/2021,96,112466
Belgium,Daily ICU occupancy,31/07/2021,93,110768
Belgium,Daily ICU occupancy,1/08/2021,95,110517
Belgium,Daily ICU occupancy,2/08/2021,97,108840
Belgium,Daily ICU occupancy,3/08/2021,94,106337
Belgium,Daily ICU occupancy,4/08/2021,92,100523
Belgium,Daily ICU occupancy,5/08/2021,94,95960
Belgium,Daily ICU occupancy,6/08/2021,98,91605
Belgium,Daily ICU occupancy,7/08/2021,102,87782
Belgium,Daily ICU occupancy,8/08/2021,106,86971
Belgium,Daily ICU occupancy,9/08/2021,120,81814
Belgium,Daily ICU occupancy,10/08/2021,120,79928
Belgium,Daily ICU occupancy,11/08/2021,124,74152
Belgium,Daily ICU occupancy,12/08/2021,132,68532
Belgium,Daily ICU occupancy,13/08/2021,136,61276
Belgium,Daily ICU occupancy,14/08/2021,142,56750
Belgium,Daily ICU occupancy,15/08/2021,147,56086
Belgium,Daily ICU occupancy,16/08/2021,158,51692
Belgium,Daily ICU occupancy,17/08/2021,162,46810
Belgium,Daily ICU occupancy,18/08/2021,172,43132
Belgium,Daily ICU occupancy,19/08/2021,178,39233
Belgium,Daily ICU occupancy,20/08/2021,179,36573
Belgium,Daily ICU occupancy,21/08/2021,178,36131
Belgium,Daily ICU occupancy,22/08/2021,176,36303
Belgium,Daily ICU occupancy,23/08/2021,173,36430
Belgium,Daily ICU occupancy,24/08/2021,171,35393
Belgium,Daily ICU occupancy,25/08/2021,176,33989
Belgium,Daily ICU occupancy,26/08/2021,182,31804
Bulgaria,Daily ICU occupancy,3/01/2021,474,675
Bulgaria,Daily ICU occupancy,10/01/2021,393,1246
Bulgaria,Daily ICU occupancy,17/01/2021,367,662
Bulgaria,Daily ICU occupancy,24/01/2021,318,1099
Bulgaria,Daily ICU occupancy,31/01/2021,281,2140
Bulgaria,Daily ICU occupancy,7/02/2021,279,2273
Bulgaria,Daily ICU occupancy,14/02/2021,266,2621
Bulgaria,Daily ICU occupancy,21/02/2021,284,6281
Bulgaria,Daily ICU occupancy,28/02/2021,349,13299
Bulgaria,Daily ICU occupancy,7/03/2021,423,10884
Bulgaria,Daily ICU occupancy,14/03/2021,497,7178
Bulgaria,Daily ICU occupancy,21/03/2021,612,4289
Bulgaria,Daily ICU occupancy,28/03/2021,729,9662
Bulgaria,Daily ICU occupancy,4/04/2021,748,9576
Bulgaria,Daily ICU occupancy,11/04/2021,755,9870
Bulgaria,Daily ICU occupancy,18/04/2021,799,9397
Bulgaria,Daily ICU occupancy,25/04/2021,765,12114
Bulgaria,Daily ICU occupancy,2/05/2021,714,14483
Bulgaria,Daily ICU occupancy,9/05/2021,637,16206
Bulgaria,Daily ICU occupancy,16/05/2021,535,25525
