country,indicator,date,value_ICU,daily_vaccinations
Slovakia,Daily ICU occupancy,30/03/2021,524,18176
Slovakia,Daily ICU occupancy,31/03/2021,504,18152
Slovakia,Daily ICU occupancy,1/04/2021,502,18430
Slovakia,Daily ICU occupancy,2/04/2021,530,16345
Slovakia,Daily ICU occupancy,3/04/2021,530,15816
Slovakia,Daily ICU occupancy,4/04/2021,526,15094
Slovakia,Daily ICU occupancy,5/04/2021,518,12272
Slovakia,Daily ICU occupancy,6/04/2021,509,12193
Slovakia,Daily ICU occupancy,7/04/2021,486,12229
Slovakia,Daily ICU occupancy,8/04/2021,471,12415
Slovakia,Daily ICU occupancy,9/04/2021,456,15415
Slovakia,Daily ICU occupancy,10/04/2021,468,16795
Slovakia,Daily ICU occupancy,11/04/2021,461,19219
Slovakia,Daily ICU occupancy,12/04/2021,427,22349
Slovakia,Daily ICU occupancy,13/04/2021,428,22476
Slovakia,Daily ICU occupancy,14/04/2021,414,22241
Slovakia,Daily ICU occupancy,15/04/2021,394,22361
Slovakia,Daily ICU occupancy,16/04/2021,376,22468
Slovakia,Daily ICU occupancy,17/04/2021,384,23275
Slovakia,Daily ICU occupancy,18/04/2021,367,22039
Slovakia,Daily ICU occupancy,19/04/2021,358,21880
Slovakia,Daily ICU occupancy,20/04/2021,347,22080
Slovakia,Daily ICU occupancy,21/04/2021,350,22091
Slovakia,Daily ICU occupancy,22/04/2021,341,21876
Slovakia,Daily ICU occupancy,23/04/2021,318,21395
Slovakia,Daily ICU occupancy,24/04/2021,328,20620
Slovakia,Daily ICU occupancy,25/04/2021,321,21564
Slovakia,Daily ICU occupancy,26/04/2021,308,22138
Slovakia,Daily ICU occupancy,27/04/2021,313,21980
Slovakia,Daily ICU occupancy,28/04/2021,295,22101
Slovakia,Daily ICU occupancy,29/04/2021,283,22320
Slovakia,Daily ICU occupancy,30/04/2021,285,23044
Slovakia,Daily ICU occupancy,1/05/2021,285,24308
Slovakia,Daily ICU occupancy,2/05/2021,286,24526
Slovakia,Daily ICU occupancy,3/05/2021,285,24191
Slovakia,Daily ICU occupancy,4/05/2021,260,24696
Slovakia,Daily ICU occupancy,5/05/2021,253,24983
Slovakia,Daily ICU occupancy,6/05/2021,247,25230
Slovakia,Daily ICU occupancy,7/05/2021,238,25484
Slovakia,Daily ICU occupancy,8/05/2021,246,27464
Slovakia,Daily ICU occupancy,9/05/2021,241,29150
Slovakia,Daily ICU occupancy,10/05/2021,222,30423
Slovakia,Daily ICU occupancy,11/05/2021,216,31210
Slovakia,Daily ICU occupancy,12/05/2021,200,32011
Slovakia,Daily ICU occupancy,13/05/2021,189,32634
Slovakia,Daily ICU occupancy,14/05/2021,185,33567
Slovakia,Daily ICU occupancy,15/05/2021,186,33614
Slovakia,Daily ICU occupancy,16/05/2021,181,33593
Slovakia,Daily ICU occupancy,17/05/2021,172,33899
Slovakia,Daily ICU occupancy,18/05/2021,167,33893
Slovakia,Daily ICU occupancy,19/05/2021,157,34045
Slovakia,Daily ICU occupancy,20/05/2021,153,34772
Slovakia,Daily ICU occupancy,21/05/2021,146,35111
Slovakia,Daily ICU occupancy,22/05/2021,142,35600
Slovakia,Daily ICU occupancy,23/05/2021,142,35817
Slovakia,Daily ICU occupancy,24/05/2021,135,35732
Slovakia,Daily ICU occupancy,25/05/2021,128,35772
Slovakia,Daily ICU occupancy,26/05/2021,120,35504
Slovakia,Daily ICU occupancy,27/05/2021,112,35637
Slovakia,Daily ICU occupancy,28/05/2021,105,35007
Slovakia,Daily ICU occupancy,29/05/2021,97,35294
Slovakia,Daily ICU occupancy,30/05/2021,96,35759
Slovakia,Daily ICU occupancy,31/05/2021,95,35941
Slovakia,Daily ICU occupancy,1/06/2021,92,35724
Slovakia,Daily ICU occupancy,2/06/2021,85,35528
Slovakia,Daily ICU occupancy,3/06/2021,83,35146
Slovakia,Daily ICU occupancy,4/06/2021,76,35103
Slovakia,Daily ICU occupancy,5/06/2021,70,34764
Slovakia,Daily ICU occupancy,6/06/2021,70,34578
Slovakia,Daily ICU occupancy,7/06/2021,70,34420
Slovakia,Daily ICU occupancy,8/06/2021,65,34504
Slovakia,Daily ICU occupancy,9/06/2021,68,34611
Slovakia,Daily ICU occupancy,10/06/2021,64,34765
Slovakia,Daily ICU occupancy,11/06/2021,62,35041
Slovakia,Daily ICU occupancy,12/06/2021,70,34448
Slovakia,Daily ICU occupancy,13/06/2021,74,34570
Slovakia,Daily ICU occupancy,14/06/2021,69,34194
Slovakia,Daily ICU occupancy,15/06/2021,66,34078
Slovakia,Daily ICU occupancy,16/06/2021,66,34072
Slovakia,Daily ICU occupancy,17/06/2021,59,34260
Slovakia,Daily ICU occupancy,18/06/2021,51,34489
Slovakia,Daily ICU occupancy,19/06/2021,53,34934
Slovakia,Daily ICU occupancy,20/06/2021,52,35360
Slovakia,Daily ICU occupancy,21/06/2021,46,35742
Slovakia,Daily ICU occupancy,22/06/2021,52,36335
Slovakia,Daily ICU occupancy,23/06/2021,51,36484
Slovakia,Daily ICU occupancy,24/06/2021,51,36550
Slovakia,Daily ICU occupancy,25/06/2021,47,36546
Slovakia,Daily ICU occupancy,26/06/2021,51,35909
Slovakia,Daily ICU occupancy,27/06/2021,49,34550
Slovakia,Daily ICU occupancy,28/06/2021,50,33503
Slovakia,Daily ICU occupancy,29/06/2021,53,32849
Slovakia,Daily ICU occupancy,30/06/2021,53,32665
Slovakia,Daily ICU occupancy,1/07/2021,51,32149
Slovakia,Daily ICU occupancy,2/07/2021,47,31508
Slovakia,Daily ICU occupancy,3/07/2021,46,31499
Slovakia,Daily ICU occupancy,4/07/2021,48,30980
Slovakia,Daily ICU occupancy,5/07/2021,44,28499
Slovakia,Daily ICU occupancy,6/07/2021,41,28484
Slovakia,Daily ICU occupancy,7/07/2021,38,27934
Slovakia,Daily ICU occupancy,8/07/2021,37,26796
Slovakia,Daily ICU occupancy,9/07/2021,34,26383
Slovakia,Daily ICU occupancy,10/07/2021,33,24755
Slovakia,Daily ICU occupancy,11/07/2021,32,25218
Slovakia,Daily ICU occupancy,12/07/2021,29,27678
Slovakia,Daily ICU occupancy,13/07/2021,25,26413
Slovakia,Daily ICU occupancy,14/07/2021,26,25739
Slovakia,Daily ICU occupancy,15/07/2021,25,24870
Slovakia,Daily ICU occupancy,16/07/2021,27,23632
Slovakia,Daily ICU occupancy,17/07/2021,27,22171
Slovakia,Daily ICU occupancy,18/07/2021,27,19392
Slovakia,Daily ICU occupancy,19/07/2021,28,17520
Slovakia,Daily ICU occupancy,20/07/2021,28,16655
Slovakia,Daily ICU occupancy,21/07/2021,28,15594
Slovakia,Daily ICU occupancy,22/07/2021,29,14608
Slovakia,Daily ICU occupancy,23/07/2021,30,13957
Slovakia,Daily ICU occupancy,24/07/2021,31,12698
Slovakia,Daily ICU occupancy,25/07/2021,32,12985
Slovakia,Daily ICU occupancy,26/07/2021,30,12437
Slovakia,Daily ICU occupancy,27/07/2021,28,12080
Slovakia,Daily ICU occupancy,28/07/2021,29,12013
Slovakia,Daily ICU occupancy,29/07/2021,30,12281
Slovakia,Daily ICU occupancy,30/07/2021,29,12146
Slovakia,Daily ICU occupancy,31/07/2021,30,12631
Slovakia,Daily ICU occupancy,1/08/2021,29,12982
Slovakia,Daily ICU occupancy,2/08/2021,27,13298
Slovakia,Daily ICU occupancy,3/08/2021,28,13344
Slovakia,Daily ICU occupancy,4/08/2021,26,13719
Slovakia,Daily ICU occupancy,5/08/2021,24,13788
Slovakia,Daily ICU occupancy,6/08/2021,26,13729
Slovakia,Daily ICU occupancy,7/08/2021,27,13805
Slovakia,Daily ICU occupancy,8/08/2021,27,12785
Slovakia,Daily ICU occupancy,9/08/2021,28,12825
Slovakia,Daily ICU occupancy,10/08/2021,28,12881
Slovakia,Daily ICU occupancy,11/08/2021,29,12787
Slovakia,Daily ICU occupancy,12/08/2021,30,12508
Slovakia,Daily ICU occupancy,13/08/2021,29,12159
Slovakia,Daily ICU occupancy,14/08/2021,32,10915
Slovakia,Daily ICU occupancy,15/08/2021,34,10544
Slovakia,Daily ICU occupancy,16/08/2021,34,10287
Slovakia,Daily ICU occupancy,17/08/2021,37,9805
Slovakia,Daily ICU occupancy,18/08/2021,37,9336
Slovakia,Daily ICU occupancy,19/08/2021,38,8992
Slovakia,Daily ICU occupancy,20/08/2021,25,8722
Slovakia,Daily ICU occupancy,21/08/2021,25,8328
Slovakia,Daily ICU occupancy,22/08/2021,27,8295
Slovakia,Daily ICU occupancy,23/08/2021,23,7960
Slovakia,Daily ICU occupancy,24/08/2021,18,7786
Slovakia,Daily ICU occupancy,25/08/2021,16,7564
Slovakia,Daily ICU occupancy,26/08/2021,17,7012
Slovakia,Daily ICU occupancy,27/08/2021,17,5418
Slovenia,Daily ICU occupancy,27/12/2020,205,0
Slovenia,Daily ICU occupancy,28/12/2020,203,1644
Slovenia,Daily ICU occupancy,29/12/2020,201,1482
Slovenia,Daily ICU occupancy,30/12/2020,205,1124
Slovenia,Daily ICU occupancy,31/12/2020,191,1305
Slovenia,Daily ICU occupancy,1/01/2021,184,1074
Slovenia,Daily ICU occupancy,2/01/2021,184,962
Slovenia,Daily ICU occupancy,3/01/2021,186,904
Slovenia,Daily ICU occupancy,4/01/2021,191,824
Slovenia,Daily ICU occupancy,5/01/2021,184,987
Slovenia,Daily ICU occupancy,6/01/2021,187,1694
Slovenia,Daily ICU occupancy,7/01/2021,187,2213
Slovenia,Daily ICU occupancy,8/01/2021,188,2654
Slovenia,Daily ICU occupancy,9/01/2021,189,2632
Slovenia,Daily ICU occupancy,10/01/2021,200,2553
Slovenia,Daily ICU occupancy,11/01/2021,197,2467
Slovenia,Daily ICU occupancy,12/01/2021,189,2383
Slovenia,Daily ICU occupancy,13/01/2021,201,2291
Slovenia,Daily ICU occupancy,14/01/2021,196,2469
Slovenia,Daily ICU occupancy,15/01/2021,194,2711
Slovenia,Daily ICU occupancy,16/01/2021,189,2721
Slovenia,Daily ICU occupancy,17/01/2021,187,2721
Slovenia,Daily ICU occupancy,18/01/2021,180,2685
Slovenia,Daily ICU occupancy,19/01/2021,184,2731
Slovenia,Daily ICU occupancy,20/01/2021,178,2761
Slovenia,Daily ICU occupancy,21/01/2021,181,2481
Slovenia,Daily ICU occupancy,22/01/2021,183,2089
Slovenia,Daily ICU occupancy,23/01/2021,185,2146
Slovenia,Daily ICU occupancy,24/01/2021,184,2167
Slovenia,Daily ICU occupancy,25/01/2021,188,2135
Slovenia,Daily ICU occupancy,26/01/2021,181,2082
Slovenia,Daily ICU occupancy,27/01/2021,168,2104
Slovenia,Daily ICU occupancy,28/01/2021,169,2321
Slovenia,Daily ICU occupancy,29/01/2021,168,2663
Slovenia,Daily ICU occupancy,30/01/2021,161,2577
Slovenia,Daily ICU occupancy,31/01/2021,165,2556
Slovenia,Daily ICU occupancy,1/02/2021,171,2564
Slovenia,Daily ICU occupancy,2/02/2021,168,2464
Slovenia,Daily ICU occupancy,3/02/2021,163,2428
Slovenia,Daily ICU occupancy,4/02/2021,165,2593
Slovenia,Daily ICU occupancy,5/02/2021,161,2751
Slovenia,Daily ICU occupancy,6/02/2021,156,2820
Slovenia,Daily ICU occupancy,7/02/2021,157,2820
Slovenia,Daily ICU occupancy,8/02/2021,160,2868
Slovenia,Daily ICU occupancy,9/02/2021,159,2725
Slovenia,Daily ICU occupancy,10/02/2021,156,2497
Slovenia,Daily ICU occupancy,11/02/2021,155,2681
Slovenia,Daily ICU occupancy,12/02/2021,153,3111
Slovenia,Daily ICU occupancy,13/02/2021,146,3154
Slovenia,Daily ICU occupancy,14/02/2021,137,3158
Slovenia,Daily ICU occupancy,15/02/2021,134,3113
Slovenia,Daily ICU occupancy,16/02/2021,126,3256
Slovenia,Daily ICU occupancy,17/02/2021,127,3586
Slovenia,Daily ICU occupancy,18/02/2021,116,3631
Slovenia,Daily ICU occupancy,19/02/2021,115,3350
Slovenia,Daily ICU occupancy,20/02/2021,109,3584
Slovenia,Daily ICU occupancy,21/02/2021,103,3579
Slovenia,Daily ICU occupancy,22/02/2021,104,3635
Slovenia,Daily ICU occupancy,23/02/2021,107,3695
Slovenia,Daily ICU occupancy,24/02/2021,104,3902
Slovenia,Daily ICU occupancy,25/02/2021,103,4177
Slovenia,Daily ICU occupancy,26/02/2021,93,4326
Slovenia,Daily ICU occupancy,27/02/2021,95,4096
Slovenia,Daily ICU occupancy,28/02/2021,93,4096
Slovenia,Daily ICU occupancy,1/03/2021,91,4191
Slovenia,Daily ICU occupancy,2/03/2021,85,4280
Slovenia,Daily ICU occupancy,3/03/2021,82,4348
Slovenia,Daily ICU occupancy,4/03/2021,85,4401
Slovenia,Daily ICU occupancy,5/03/2021,84,4767
Slovenia,Daily ICU occupancy,6/03/2021,88,4915
Slovenia,Daily ICU occupancy,7/03/2021,88,4915
Slovenia,Daily ICU occupancy,8/03/2021,91,5010
Slovenia,Daily ICU occupancy,9/03/2021,90,5297
Slovenia,Daily ICU occupancy,10/03/2021,91,5621
Slovenia,Daily ICU occupancy,11/03/2021,89,6024
Slovenia,Daily ICU occupancy,12/03/2021,83,6496
Slovenia,Daily ICU occupancy,13/03/2021,84,7441
Slovenia,Daily ICU occupancy,14/03/2021,83,7441
Slovenia,Daily ICU occupancy,15/03/2021,87,7416
Slovenia,Daily ICU occupancy,16/03/2021,84,6973
Slovenia,Daily ICU occupancy,17/03/2021,83,6462
Slovenia,Daily ICU occupancy,18/03/2021,85,5883
Slovenia,Daily ICU occupancy,19/03/2021,88,5010
Slovenia,Daily ICU occupancy,20/03/2021,88,4387
Slovenia,Daily ICU occupancy,21/03/2021,93,4387
Slovenia,Daily ICU occupancy,22/03/2021,96,4316
Slovenia,Daily ICU occupancy,23/03/2021,97,4775
Slovenia,Daily ICU occupancy,24/03/2021,98,5318
Slovenia,Daily ICU occupancy,25/03/2021,106,5938
Slovenia,Daily ICU occupancy,26/03/2021,106,7159
Slovenia,Daily ICU occupancy,27/03/2021,104,7592
Slovenia,Daily ICU occupancy,28/03/2021,104,7772
Slovenia,Daily ICU occupancy,29/03/2021,110,7773
Slovenia,Daily ICU occupancy,30/03/2021,102,8297
Slovenia,Daily ICU occupancy,31/03/2021,108,8963
Slovenia,Daily ICU occupancy,1/04/2021,106,9678
Slovenia,Daily ICU occupancy,2/04/2021,116,9128
Slovenia,Daily ICU occupancy,3/04/2021,123,8537
Slovenia,Daily ICU occupancy,4/04/2021,123,8584
Slovenia,Daily ICU occupancy,5/04/2021,126,8422
Slovenia,Daily ICU occupancy,6/04/2021,133,7691
Slovenia,Daily ICU occupancy,7/04/2021,131,6480
Slovenia,Daily ICU occupancy,8/04/2021,129,5901
Slovenia,Daily ICU occupancy,9/04/2021,138,7043
Slovenia,Daily ICU occupancy,10/04/2021,140,7910
Slovenia,Daily ICU occupancy,11/04/2021,139,7916
Slovenia,Daily ICU occupancy,12/04/2021,141,8182
Slovenia,Daily ICU occupancy,13/04/2021,145,8329
Slovenia,Daily ICU occupancy,14/04/2021,153,9115
Slovenia,Daily ICU occupancy,15/04/2021,149,9697
Slovenia,Daily ICU occupancy,16/04/2021,152,8827
Slovenia,Daily ICU occupancy,17/04/2021,150,8393
Slovenia,Daily ICU occupancy,18/04/2021,152,8344
Slovenia,Daily ICU occupancy,19/04/2021,155,8464
Slovenia,Daily ICU occupancy,20/04/2021,156,8872
Slovenia,Daily ICU occupancy,21/04/2021,153,9612
Slovenia,Daily ICU occupancy,22/04/2021,154,9691
Slovenia,Daily ICU occupancy,23/04/2021,157,10201
Slovenia,Daily ICU occupancy,24/04/2021,159,9743
Slovenia,Daily ICU occupancy,25/04/2021,156,9657
Slovenia,Daily ICU occupancy,26/04/2021,156,9327
Slovenia,Daily ICU occupancy,27/04/2021,160,8433
Slovenia,Daily ICU occupancy,28/04/2021,154,7173
Slovenia,Daily ICU occupancy,29/04/2021,153,7075
Slovenia,Daily ICU occupancy,30/04/2021,152,7573
Slovenia,Daily ICU occupancy,1/05/2021,152,8183
Slovenia,Daily ICU occupancy,2/05/2021,151,8577
Slovenia,Daily ICU occupancy,3/05/2021,148,9664
Slovenia,Daily ICU occupancy,4/05/2021,143,11017
Slovenia,Daily ICU occupancy,5/05/2021,140,12452
Slovenia,Daily ICU occupancy,6/05/2021,140,13667
Slovenia,Daily ICU occupancy,7/05/2021,141,13792
Slovenia,Daily ICU occupancy,8/05/2021,127,14296
Slovenia,Daily ICU occupancy,9/05/2021,129,14060
Slovenia,Daily ICU occupancy,10/05/2021,132,13445
Slovenia,Daily ICU occupancy,11/05/2021,131,13492
Slovenia,Daily ICU occupancy,12/05/2021,127,14101
Slovenia,Daily ICU occupancy,13/05/2021,123,14265
Slovenia,Daily ICU occupancy,14/05/2021,124,14795
Slovenia,Daily ICU occupancy,15/05/2021,121,14849
Slovenia,Daily ICU occupancy,16/05/2021,120,15041
Slovenia,Daily ICU occupancy,17/05/2021,122,15730
Slovenia,Daily ICU occupancy,18/05/2021,113,16223
Slovenia,Daily ICU occupancy,19/05/2021,111,16412
Slovenia,Daily ICU occupancy,20/05/2021,111,16567
Slovenia,Daily ICU occupancy,21/05/2021,106,16805
Slovenia,Daily ICU occupancy,22/05/2021,98,16787
Slovenia,Daily ICU occupancy,23/05/2021,99,16774
Slovenia,Daily ICU occupancy,24/05/2021,96,16490
Slovenia,Daily ICU occupancy,25/05/2021,92,16043
Slovenia,Daily ICU occupancy,26/05/2021,85,15828
Slovenia,Daily ICU occupancy,27/05/2021,80,15739
Slovenia,Daily ICU occupancy,28/05/2021,79,15030
Slovenia,Daily ICU occupancy,29/05/2021,76,14981
Slovenia,Daily ICU occupancy,30/05/2021,77,14547
Slovenia,Daily ICU occupancy,31/05/2021,73,14602
Slovenia,Daily ICU occupancy,1/06/2021,68,15418
Slovenia,Daily ICU occupancy,2/06/2021,63,16468
Slovenia,Daily ICU occupancy,3/06/2021,62,17553
Slovenia,Daily ICU occupancy,4/06/2021,61,18761
Slovenia,Daily ICU occupancy,5/06/2021,53,19114
Slovenia,Daily ICU occupancy,6/06/2021,49,20023
Slovenia,Daily ICU occupancy,7/06/2021,51,20094
Slovenia,Daily ICU occupancy,8/06/2021,51,19863
Slovenia,Daily ICU occupancy,9/06/2021,47,18944
Slovenia,Daily ICU occupancy,10/06/2021,48,18333
Slovenia,Daily ICU occupancy,11/06/2021,46,17430
Slovenia,Daily ICU occupancy,12/06/2021,42,17109
Slovenia,Daily ICU occupancy,13/06/2021,44,16646
Slovenia,Daily ICU occupancy,14/06/2021,42,16512
Slovenia,Daily ICU occupancy,15/06/2021,40,15868
Slovenia,Daily ICU occupancy,16/06/2021,38,15031
Slovenia,Daily ICU occupancy,17/06/2021,37,13334
Slovenia,Daily ICU occupancy,18/06/2021,39,11873
Slovenia,Daily ICU occupancy,19/06/2021,37,10675
Slovenia,Daily ICU occupancy,20/06/2021,37,10440
Slovenia,Daily ICU occupancy,21/06/2021,35,10324
Slovenia,Daily ICU occupancy,22/06/2021,33,10367
Slovenia,Daily ICU occupancy,23/06/2021,29,10747
Slovenia,Daily ICU occupancy,24/06/2021,28,11441
Slovenia,Daily ICU occupancy,25/06/2021,26,9397
Slovenia,Daily ICU occupancy,26/06/2021,23,9624
Slovenia,Daily ICU occupancy,27/06/2021,22,9417
Slovenia,Daily ICU occupancy,28/06/2021,22,9500
Slovenia,Daily ICU occupancy,29/06/2021,19,9663
Slovenia,Daily ICU occupancy,30/06/2021,16,8884
Slovenia,Daily ICU occupancy,1/07/2021,15,8004
Slovenia,Daily ICU occupancy,2/07/2021,15,10044
Slovenia,Daily ICU occupancy,3/07/2021,15,9681
Slovenia,Daily ICU occupancy,4/07/2021,16,9680
Slovenia,Daily ICU occupancy,5/07/2021,15,9740
Slovenia,Daily ICU occupancy,6/07/2021,14,9293
Slovenia,Daily ICU occupancy,7/07/2021,10,9085
Slovenia,Daily ICU occupancy,8/07/2021,9,8614
Slovenia,Daily ICU occupancy,9/07/2021,9,8285
Slovenia,Daily ICU occupancy,10/07/2021,9,8245
Slovenia,Daily ICU occupancy,11/07/2021,9,8288
Slovenia,Daily ICU occupancy,12/07/2021,9,8254
Slovenia,Daily ICU occupancy,13/07/2021,10,8000
Slovenia,Daily ICU occupancy,14/07/2021,10,7772
Slovenia,Daily ICU occupancy,15/07/2021,10,7522
Slovenia,Daily ICU occupancy,16/07/2021,10,7368
Slovenia,Daily ICU occupancy,17/07/2021,10,7491
Slovenia,Daily ICU occupancy,18/07/2021,10,7452
Slovenia,Daily ICU occupancy,19/07/2021,10,7337
Slovenia,Daily ICU occupancy,20/07/2021,9,7246
Slovenia,Daily ICU occupancy,21/07/2021,8,7152
Slovenia,Daily ICU occupancy,22/07/2021,7,6760
Slovenia,Daily ICU occupancy,23/07/2021,8,6640
Slovenia,Daily ICU occupancy,24/07/2021,8,6570
Slovenia,Daily ICU occupancy,25/07/2021,8,6568
Slovenia,Daily ICU occupancy,26/07/2021,8,6553
Slovenia,Daily ICU occupancy,27/07/2021,7,6703
Slovenia,Daily ICU occupancy,28/07/2021,7,6548
Slovenia,Daily ICU occupancy,29/07/2021,8,6460
Slovenia,Daily ICU occupancy,30/07/2021,9,6239
Slovenia,Daily ICU occupancy,31/07/2021,9,6333
Slovenia,Daily ICU occupancy,1/08/2021,8,6332
Slovenia,Daily ICU occupancy,2/08/2021,9,6280
Slovenia,Daily ICU occupancy,3/08/2021,9,6089
Slovenia,Daily ICU occupancy,4/08/2021,8,5946
Slovenia,Daily ICU occupancy,5/08/2021,8,5829
Slovenia,Daily ICU occupancy,6/08/2021,7,5737
Slovenia,Daily ICU occupancy,7/08/2021,8,5549
Slovenia,Daily ICU occupancy,8/08/2021,7,5620
Slovenia,Daily ICU occupancy,9/08/2021,7,5483
Slovenia,Daily ICU occupancy,10/08/2021,7,5386
Slovenia,Daily ICU occupancy,11/08/2021,7,5183
Slovenia,Daily ICU occupancy,12/08/2021,7,5065
Slovenia,Daily ICU occupancy,13/08/2021,6,5058
Slovenia,Daily ICU occupancy,14/08/2021,7,5031
Slovenia,Daily ICU occupancy,15/08/2021,8,4972
Slovenia,Daily ICU occupancy,16/08/2021,9,5181
Slovenia,Daily ICU occupancy,17/08/2021,10,5423
Slovenia,Daily ICU occupancy,18/08/2021,8,5538
Slovenia,Daily ICU occupancy,19/08/2021,9,5515
Slovenia,Daily ICU occupancy,20/08/2021,11,5486
Slovenia,Daily ICU occupancy,21/08/2021,14,5513
Slovenia,Daily ICU occupancy,22/08/2021,16,5499
Slovenia,Daily ICU occupancy,23/08/2021,17,5375
Slovenia,Daily ICU occupancy,24/08/2021,18,5343
Slovenia,Daily ICU occupancy,25/08/2021,18,5248
Slovenia,Daily ICU occupancy,26/08/2021,18,5234
Slovenia,Daily ICU occupancy,27/08/2021,20,5152
Slovenia,Daily ICU occupancy,28/08/2021,20,5122
Spain,Daily ICU occupancy,10/01/2021,2318,46759
Spain,Daily ICU occupancy,17/01/2021,2953,70223
Spain,Daily ICU occupancy,24/01/2021,3908,54664
Spain,Daily ICU occupancy,31/01/2021,4727,53095
Spain,Daily ICU occupancy,7/02/2021,4795,70825
Spain,Daily ICU occupancy,14/02/2021,4351,65225
Spain,Daily ICU occupancy,21/02/2021,3739,75535
Spain,Daily ICU occupancy,28/02/2021,3021,105588
Spain,Daily ICU occupancy,7/03/2021,2571,126104
Spain,Daily ICU occupancy,14/03/2021,2185,122810
Spain,Daily ICU occupancy,21/03/2021,1958,95416
Spain,Daily ICU occupancy,28/03/2021,1830,166235
Spain,Daily ICU occupancy,4/04/2021,1847,177533
Spain,Daily ICU occupancy,11/04/2021,2050,279209
Spain,Daily ICU occupancy,18/04/2021,2180,296959
Spain,Daily ICU occupancy,25/04/2021,2297,290945
Spain,Daily ICU occupancy,2/05/2021,2302,351805
Spain,Daily ICU occupancy,9/05/2021,2183,378865
Spain,Daily ICU occupancy,16/05/2021,1899,354638
Spain,Daily ICU occupancy,23/05/2021,1650,317281
Spain,Daily ICU occupancy,30/05/2021,1426,327654
Spain,Daily ICU occupancy,6/06/2021,1162,454310
Spain,Daily ICU occupancy,13/06/2021,966,462137
Spain,Daily ICU occupancy,20/06/2021,793,444997
Spain,Daily ICU occupancy,27/06/2021,641,508066
Spain,Daily ICU occupancy,4/07/2021,586,577917
Spain,Daily ICU occupancy,11/07/2021,627,545385
Spain,Daily ICU occupancy,18/07/2021,871,493239
Spain,Daily ICU occupancy,25/07/2021,1292,432762
Spain,Daily ICU occupancy,1/08/2021,1698,362363
Spain,Daily ICU occupancy,8/08/2021,1928,330401
Spain,Daily ICU occupancy,15/08/2021,1922,329946
Spain,Daily ICU occupancy,22/08/2021,1818,310383
