country,date,day,month,year,ICU_admission_value,daily_vaccinations
Ireland,20/06/2021,20,6,2021,18,65889
Ireland,27/06/2021,27,6,2021,18,46524
Ireland,4/07/2021,4,7,2021,14,51991
Ireland,11/07/2021,11,7,2021,17,52822
Ireland,18/07/2021,18,7,2021,20,62740
Ireland,25/07/2021,25,7,2021,22,53384
Ireland,1/08/2021,1,8,2021,26,45622
Ireland,8/08/2021,8,8,2021,30,34877
Ireland,15/08/2021,15,8,2021,36,36566
Ireland,22/08/2021,22,8,2021,55,34690
Latvia,10/01/2021,10,1,2021,63,678
Latvia,17/01/2021,17,1,2021,64,1292
Latvia,24/01/2021,24,1,2021,102,453
Latvia,31/01/2021,31,1,2021,110,684
Latvia,7/02/2021,7,2,2021,105,1220
Latvia,14/02/2021,14,2,2021,92,749
Latvia,21/02/2021,21,2,2021,94,1258
Latvia,28/02/2021,28,2,2021,90,2412
Latvia,7/03/2021,7,3,2021,79,3882
Latvia,14/03/2021,14,3,2021,90,3108
Latvia,21/03/2021,21,3,2021,81,1096
Latvia,28/03/2021,28,3,2021,80,4622
Latvia,4/04/2021,4,4,2021,92,3813
Latvia,11/04/2021,11,4,2021,79,5030
Latvia,18/04/2021,18,4,2021,96,5360
Latvia,25/04/2021,25,4,2021,88,7182
Latvia,2/05/2021,2,5,2021,89,8763
Latvia,9/05/2021,9,5,2021,92,12054
Latvia,16/05/2021,16,5,2021,92,16175
Latvia,23/05/2021,23,5,2021,95,15755
Latvia,30/05/2021,30,5,2021,85,16707
Latvia,6/06/2021,6,6,2021,68,16361
Latvia,13/06/2021,13,6,2021,74,13670
Latvia,20/06/2021,20,6,2021,42,11692
Latvia,27/06/2021,27,6,2021,39,4549
Latvia,4/07/2021,4,7,2021,36,11385
Latvia,11/07/2021,11,7,2021,18,8117
Latvia,18/07/2021,18,7,2021,10,4912
Latvia,25/07/2021,25,7,2021,10,5446
Latvia,1/08/2021,1,8,2021,6,5213
Latvia,8/08/2021,8,8,2021,9,4937
Latvia,15/08/2021,15,8,2021,14,5017
Latvia,22/08/2021,22,8,2021,13,5090
Lithuania,17/02/2021,17,2,2021,90,4320
Lithuania,18/02/2021,18,2,2021,97,4646
Lithuania,19/02/2021,19,2,2021,97,5104
Lithuania,20/02/2021,20,2,2021,91,5184
Lithuania,21/02/2021,21,2,2021,95,5184
Lithuania,22/02/2021,22,2,2021,98,5303
Lithuania,23/02/2021,23,2,2021,88,6464
Lithuania,24/02/2021,24,2,2021,87,6957
Lithuania,25/02/2021,25,2,2021,76,7031
Lithuania,26/02/2021,26,2,2021,80,6967
Lithuania,27/02/2021,27,2,2021,85,6937
Lithuania,28/02/2021,28,2,2021,82,7001
Lithuania,1/03/2021,1,3,2021,77,7302
Lithuania,2/03/2021,2,3,2021,76,7403
Lithuania,3/03/2021,3,3,2021,88,7445
Lithuania,4/03/2021,4,3,2021,89,7962
Lithuania,7/03/2021,7,3,2021,100,8443
Lithuania,8/03/2021,8,3,2021,96,8636
Lithuania,9/03/2021,9,3,2021,88,9001
Lithuania,10/03/2021,10,3,2021,84,9522
Lithuania,11/03/2021,11,3,2021,90,7471
Lithuania,12/03/2021,12,3,2021,87,8031
Lithuania,13/03/2021,13,3,2021,85,8191
Lithuania,14/03/2021,14,3,2021,76,8194
Lithuania,15/03/2021,15,3,2021,80,8069
Lithuania,16/03/2021,16,3,2021,77,7828
Lithuania,17/03/2021,17,3,2021,74,7098
Lithuania,18/03/2021,18,3,2021,78,8138
Lithuania,19/03/2021,19,3,2021,81,6901
Lithuania,20/03/2021,20,3,2021,83,6756
Lithuania,21/03/2021,21,3,2021,84,6757
Lithuania,22/03/2021,22,3,2021,93,6785
Lithuania,23/03/2021,23,3,2021,94,7170
Lithuania,24/03/2021,24,3,2021,92,8183
Lithuania,25/03/2021,25,3,2021,81,9405
Lithuania,26/03/2021,26,3,2021,82,10429
Lithuania,28/03/2021,28,3,2021,77,10796
Lithuania,29/03/2021,29,3,2021,81,10741
Lithuania,30/03/2021,30,3,2021,82,10739
Lithuania,31/03/2021,31,3,2021,88,11184
Lithuania,1/04/2021,1,4,2021,90,11379
Lithuania,2/04/2021,2,4,2021,90,11859
Lithuania,3/04/2021,3,4,2021,89,12647
Lithuania,4/04/2021,4,4,2021,99,12965
Lithuania,5/04/2021,5,4,2021,107,12372
Lithuania,6/04/2021,6,4,2021,100,12629
Lithuania,7/04/2021,7,4,2021,92,11486
Lithuania,8/04/2021,8,4,2021,94,12717
Lithuania,9/04/2021,9,4,2021,93,14672
Lithuania,10/04/2021,10,4,2021,92,15666
Lithuania,11/04/2021,11,4,2021,94,15569
Lithuania,12/04/2021,12,4,2021,88,16291
Lithuania,13/04/2021,13,4,2021,99,16884
Lithuania,14/04/2021,14,4,2021,104,18891
Lithuania,15/04/2021,15,4,2021,109,18355
Lithuania,16/04/2021,16,4,2021,117,16492
Lithuania,17/04/2021,17,4,2021,116,14618
Lithuania,18/04/2021,18,4,2021,126,14383
Lithuania,19/04/2021,19,4,2021,124,13966
Lithuania,20/04/2021,20,4,2021,128,13455
Lithuania,21/04/2021,21,4,2021,125,13437
Lithuania,22/04/2021,22,4,2021,123,13861
Lithuania,23/04/2021,23,4,2021,126,14463
Lithuania,24/04/2021,24,4,2021,129,14755
Lithuania,25/04/2021,25,4,2021,139,14781
Lithuania,26/04/2021,26,4,2021,139,14829
Lithuania,27/04/2021,27,4,2021,142,14518
Lithuania,28/04/2021,28,4,2021,145,12903
Lithuania,29/04/2021,29,4,2021,142,13841
Lithuania,30/04/2021,30,4,2021,140,15709
Lithuania,1/05/2021,1,5,2021,138,17315
Lithuania,2/05/2021,2,5,2021,134,17383
Lithuania,3/05/2021,3,5,2021,128,18415
Lithuania,4/05/2021,4,5,2021,117,20591
Lithuania,5/05/2021,5,5,2021,116,23359
Lithuania,6/05/2021,6,5,2021,118,23769
Lithuania,7/05/2021,7,5,2021,117,23226
Lithuania,8/05/2021,8,5,2021,125,23229
Lithuania,20/05/2021,20,5,2021,109,20674
Lithuania,21/05/2021,21,5,2021,111,19864
Lithuania,22/05/2021,22,5,2021,109,20285
Lithuania,23/05/2021,23,5,2021,103,20475
Lithuania,24/05/2021,24,5,2021,95,20301
Lithuania,25/05/2021,25,5,2021,92,20463
Lithuania,26/05/2021,26,5,2021,92,19900
Lithuania,27/05/2021,27,5,2021,93,19578
Lithuania,28/05/2021,28,5,2021,93,20523
Lithuania,29/05/2021,29,5,2021,89,20874
Lithuania,30/05/2021,30,5,2021,98,20697
Lithuania,31/05/2021,31,5,2021,79,21259
Lithuania,1/06/2021,1,6,2021,77,22268
Lithuania,2/06/2021,2,6,2021,74,23903
Lithuania,3/06/2021,3,6,2021,76,24933
Lithuania,4/06/2021,4,6,2021,76,26372
Lithuania,5/06/2021,5,6,2021,73,27340
Lithuania,6/06/2021,6,6,2021,74,28058
Lithuania,7/06/2021,7,6,2021,70,28721
Lithuania,8/06/2021,8,6,2021,70,28015
Lithuania,9/06/2021,9,6,2021,74,26427
Lithuania,10/06/2021,10,6,2021,74,24886
Lithuania,11/06/2021,11,6,2021,69,22342
Lithuania,12/06/2021,12,6,2021,60,20709
Lithuania,13/06/2021,13,6,2021,61,20936
Lithuania,14/06/2021,14,6,2021,58,20528
Lithuania,15/06/2021,15,6,2021,55,20291
Lithuania,16/06/2021,16,6,2021,47,20340
Lithuania,17/06/2021,17,6,2021,45,20814
Lithuania,18/06/2021,18,6,2021,45,20996
Lithuania,19/06/2021,19,6,2021,39,21021
Lithuania,20/06/2021,20,6,2021,37,20179
Lithuania,21/06/2021,21,6,2021,32,19727
Lithuania,22/06/2021,22,6,2021,28,19668
Lithuania,23/06/2021,23,6,2021,28,19325
Lithuania,24/06/2021,24,6,2021,30,16489
Lithuania,25/06/2021,25,6,2021,30,16957
Lithuania,26/06/2021,26,6,2021,28,17153
Lithuania,27/06/2021,27,6,2021,33,17864
Lithuania,28/06/2021,28,6,2021,30,18320
Lithuania,29/06/2021,29,6,2021,30,18384
Lithuania,30/06/2021,30,6,2021,27,18039
Lithuania,1/07/2021,1,7,2021,27,19220
Lithuania,2/07/2021,2,7,2021,23,18006
Lithuania,3/07/2021,3,7,2021,23,17677
Lithuania,4/07/2021,4,7,2021,23,16872
Lithuania,5/07/2021,5,7,2021,24,15947
Lithuania,6/07/2021,6,7,2021,17,12902
Lithuania,7/07/2021,7,7,2021,15,11862
Lithuania,8/07/2021,8,7,2021,14,11913
Lithuania,9/07/2021,9,7,2021,14,11205
Lithuania,10/07/2021,10,7,2021,12,11124
Lithuania,11/07/2021,11,7,2021,11,11089
Lithuania,12/07/2021,12,7,2021,9,10877
Lithuania,14/07/2021,14,7,2021,7,10656
Lithuania,15/07/2021,15,7,2021,7,9891
Lithuania,16/07/2021,16,7,2021,8,9741
Lithuania,17/07/2021,17,7,2021,8,9472
Lithuania,18/07/2021,18,7,2021,8,9655
Lithuania,19/07/2021,19,7,2021,9,9559
Lithuania,20/07/2021,20,7,2021,9,9834
Lithuania,21/07/2021,21,7,2021,10,10378
Lithuania,22/07/2021,22,7,2021,10,11066
Lithuania,23/07/2021,23,7,2021,11,11472
Lithuania,24/07/2021,24,7,2021,11,11588
Lithuania,25/07/2021,25,7,2021,13,11641
Lithuania,26/07/2021,26,7,2021,11,12462
Lithuania,27/07/2021,27,7,2021,13,12862
Lithuania,28/07/2021,28,7,2021,15,13333
Lithuania,29/07/2021,29,7,2021,19,13760
Lithuania,30/07/2021,30,7,2021,22,13666
Lithuania,31/07/2021,31,7,2021,24,14047
Lithuania,1/08/2021,1,8,2021,21,14209
Lithuania,2/08/2021,2,8,2021,19,14142
Lithuania,3/08/2021,3,8,2021,23,13796
Lithuania,4/08/2021,4,8,2021,22,14118
Lithuania,5/08/2021,5,8,2021,27,16160
Lithuania,6/08/2021,6,8,2021,38,18245
Lithuania,7/08/2021,7,8,2021,38,18739
Lithuania,8/08/2021,8,8,2021,39,18575
Lithuania,9/08/2021,9,8,2021,41,19580
Lithuania,10/08/2021,10,8,2021,44,20731
Lithuania,11/08/2021,11,8,2021,44,21197
Lithuania,12/08/2021,12,8,2021,43,20172
Lithuania,13/08/2021,13,8,2021,44,19108
Lithuania,14/08/2021,14,8,2021,42,18322
Lithuania,15/08/2021,15,8,2021,48,18223
Lithuania,16/08/2021,16,8,2021,53,18292
Lithuania,17/08/2021,17,8,2021,55,18007
Lithuania,18/08/2021,18,8,2021,51,18685
Lithuania,19/08/2021,19,8,2021,55,18488
Lithuania,20/08/2021,20,8,2021,54,18152
Lithuania,21/08/2021,21,8,2021,58,17991
Lithuania,22/08/2021,22,8,2021,58,17914
Lithuania,23/08/2021,23,8,2021,58,17084
Lithuania,24/08/2021,24,8,2021,64,16467
Lithuania,25/08/2021,25,8,2021,66,15145
Lithuania,26/08/2021,26,8,2021,65,14146
Lithuania,27/08/2021,27,8,2021,62,13709
Lithuania,28/08/2021,28,8,2021,67,13549
Luxembourg,30/12/2020,30,12,2020,31,0
Luxembourg,31/12/2020,31,12,2020,33,62
Luxembourg,1/01/2021,1,1,2021,32,62
Luxembourg,2/01/2021,2,1,2021,30,62
Luxembourg,3/01/2021,3,1,2021,34,62
Luxembourg,4/01/2021,4,1,2021,32,62
Luxembourg,5/01/2021,5,1,2021,28,62
Luxembourg,6/01/2021,6,1,2021,26,62
Luxembourg,7/01/2021,7,1,2021,23,62
Luxembourg,8/01/2021,8,1,2021,22,62
Luxembourg,9/01/2021,9,1,2021,21,62
Luxembourg,10/01/2021,10,1,2021,23,62
Luxembourg,11/01/2021,11,1,2021,24,62
Luxembourg,12/01/2021,12,1,2021,21,114
Luxembourg,13/01/2021,13,1,2021,23,177
Luxembourg,14/01/2021,14,1,2021,21,220
Luxembourg,15/01/2021,15,1,2021,18,236
Luxembourg,16/01/2021,16,1,2021,19,252
Luxembourg,17/01/2021,17,1,2021,20,268
Luxembourg,18/01/2021,18,1,2021,20,375
Luxembourg,19/01/2021,19,1,2021,17,417
Luxembourg,20/01/2021,20,1,2021,14,475
Luxembourg,21/01/2021,21,1,2021,14,523
Luxembourg,22/01/2021,22,1,2021,14,558
Luxembourg,23/01/2021,23,1,2021,15,592
Luxembourg,24/01/2021,24,1,2021,14,626
Luxembourg,25/01/2021,25,1,2021,15,569
Luxembourg,26/01/2021,26,1,2021,15,604
Luxembourg,27/01/2021,27,1,2021,14,608
Luxembourg,28/01/2021,28,1,2021,12,639
Luxembourg,29/01/2021,29,1,2021,11,630
Luxembourg,30/01/2021,30,1,2021,11,622
Luxembourg,31/01/2021,31,1,2021,11,613
Luxembourg,1/02/2021,1,2,2021,13,670
Luxembourg,2/02/2021,2,2,2021,14,675
Luxembourg,3/02/2021,3,2,2021,12,708
Luxembourg,4/02/2021,4,2,2021,11,721
Luxembourg,5/02/2021,5,2,2021,12,728
Luxembourg,6/02/2021,6,2,2021,14,736
Luxembourg,7/02/2021,7,2,2021,14,743
Luxembourg,8/02/2021,8,2,2021,15,700
Luxembourg,9/02/2021,9,2,2021,12,629
Luxembourg,10/02/2021,10,2,2021,13,645
Luxembourg,11/02/2021,11,2,2021,14,710
Luxembourg,12/02/2021,12,2,2021,10,724
Luxembourg,13/02/2021,13,2,2021,11,738
Luxembourg,14/02/2021,14,2,2021,13,752
Luxembourg,15/02/2021,15,2,2021,16,841
Luxembourg,16/02/2021,16,2,2021,17,1038
Luxembourg,17/02/2021,17,2,2021,17,1028
Luxembourg,18/02/2021,18,2,2021,15,1078
Luxembourg,19/02/2021,19,2,2021,13,1104
Luxembourg,20/02/2021,20,2,2021,13,1130
Luxembourg,21/02/2021,21,2,2021,15,1156
Luxembourg,22/02/2021,22,2,2021,16,1129
Luxembourg,23/02/2021,23,2,2021,15,1065
Luxembourg,24/02/2021,24,2,2021,15,1092
Luxembourg,25/02/2021,25,2,2021,17,1020
Luxembourg,26/02/2021,26,2,2021,19,1004
Luxembourg,27/02/2021,27,2,2021,20,988
Luxembourg,28/02/2021,28,2,2021,21,973
Luxembourg,1/03/2021,1,3,2021,20,1028
Luxembourg,2/03/2021,2,3,2021,20,1013
Luxembourg,3/03/2021,3,3,2021,22,1051
Luxembourg,4/03/2021,4,3,2021,22,1157
Luxembourg,5/03/2021,5,3,2021,23,1196
Luxembourg,6/03/2021,6,3,2021,21,1235
Luxembourg,7/03/2021,7,3,2021,21,1274
Luxembourg,8/03/2021,8,3,2021,24,1199
Luxembourg,9/03/2021,9,3,2021,24,1214
Luxembourg,10/03/2021,10,3,2021,30,1334
Luxembourg,11/03/2021,11,3,2021,32,1528
Luxembourg,12/03/2021,12,3,2021,27,1606
Luxembourg,13/03/2021,13,3,2021,25,1684
Luxembourg,14/03/2021,14,3,2021,25,1763
Luxembourg,15/03/2021,15,3,2021,26,1867
Luxembourg,16/03/2021,16,3,2021,25,2158
Luxembourg,17/03/2021,17,3,2021,23,2242
Luxembourg,18/03/2021,18,3,2021,17,2211
Luxembourg,19/03/2021,19,3,2021,19,2198
Luxembourg,20/03/2021,20,3,2021,20,2185
Luxembourg,21/03/2021,21,3,2021,20,2172
Luxembourg,22/03/2021,22,3,2021,21,2135
Luxembourg,23/03/2021,23,3,2021,18,1990
Luxembourg,24/03/2021,24,3,2021,21,1882
Luxembourg,25/03/2021,25,3,2021,19,1759
Luxembourg,26/03/2021,26,3,2021,21,1907
Luxembourg,27/03/2021,27,3,2021,23,2056
Luxembourg,28/03/2021,28,3,2021,22,2204
Luxembourg,29/03/2021,29,3,2021,25,2228
Luxembourg,30/03/2021,30,3,2021,25,2082
Luxembourg,31/03/2021,31,3,2021,30,2190
Luxembourg,1/04/2021,1,4,2021,30,2386
Luxembourg,2/04/2021,2,4,2021,31,2394
Luxembourg,3/04/2021,3,4,2021,30,2401
Luxembourg,4/04/2021,4,4,2021,30,2409
Luxembourg,5/04/2021,5,4,2021,32,2544
Luxembourg,6/04/2021,6,4,2021,31,2884
Luxembourg,7/04/2021,7,4,2021,32,3069
Luxembourg,8/04/2021,8,4,2021,30,3228
Luxembourg,9/04/2021,9,4,2021,27,3282
Luxembourg,10/04/2021,10,4,2021,28,3337
Luxembourg,11/04/2021,11,4,2021,29,3391
Luxembourg,12/04/2021,12,4,2021,32,3736
Luxembourg,13/04/2021,13,4,2021,33,4084
Luxembourg,14/04/2021,14,4,2021,33,4340
Luxembourg,15/04/2021,15,4,2021,32,4495
Luxembourg,16/04/2021,16,4,2021,31,4607
Luxembourg,17/04/2021,17,4,2021,36,4719
Luxembourg,18/04/2021,18,4,2021,37,4830
Luxembourg,19/04/2021,19,4,2021,38,4346
Luxembourg,20/04/2021,20,4,2021,38,3625
Luxembourg,21/04/2021,21,4,2021,34,3218
Luxembourg,22/04/2021,22,4,2021,33,2819
Luxembourg,23/04/2021,23,4,2021,36,2580
Luxembourg,24/04/2021,24,4,2021,34,2341
Luxembourg,25/04/2021,25,4,2021,37,2101
Luxembourg,26/04/2021,26,4,2021,37,2139
Luxembourg,27/04/2021,27,4,2021,36,2169
Luxembourg,28/04/2021,28,4,2021,36,2349
Luxembourg,29/04/2021,29,4,2021,34,2609
Luxembourg,30/04/2021,30,4,2021,34,2775
Luxembourg,1/05/2021,1,5,2021,33,2941
Luxembourg,2/05/2021,2,5,2021,29,3107
Luxembourg,3/05/2021,3,5,2021,32,3746
Luxembourg,4/05/2021,4,5,2021,34,4475
Luxembourg,5/05/2021,5,5,2021,33,4824
Luxembourg,6/05/2021,6,5,2021,32,5128
Luxembourg,7/05/2021,7,5,2021,31,5357
Luxembourg,8/05/2021,8,5,2021,31,5587
Luxembourg,9/05/2021,9,5,2021,31,5817
Luxembourg,10/05/2021,10,5,2021,30,5969
Luxembourg,11/05/2021,11,5,2021,30,6063
Luxembourg,12/05/2021,12,5,2021,30,6076
Luxembourg,13/05/2021,13,5,2021,29,6081
Luxembourg,14/05/2021,14,5,2021,29,6132
Luxembourg,15/05/2021,15,5,2021,28,6184
Luxembourg,16/05/2021,16,5,2021,28,6235
Luxembourg,17/05/2021,17,5,2021,29,6144
Luxembourg,18/05/2021,18,5,2021,21,5953
Luxembourg,19/05/2021,19,5,2021,18,5897
Luxembourg,20/05/2021,20,5,2021,17,5679
Luxembourg,21/05/2021,21,5,2021,17,5399
Luxembourg,22/05/2021,22,5,2021,17,5120
Luxembourg,23/05/2021,23,5,2021,17,4840
Luxembourg,24/05/2021,24,5,2021,17,4335
Luxembourg,25/05/2021,25,5,2021,17,3936
Luxembourg,26/05/2021,26,5,2021,15,3298
Luxembourg,27/05/2021,27,5,2021,12,2822
Luxembourg,28/05/2021,28,5,2021,12,3154
Luxembourg,29/05/2021,29,5,2021,11,3484
Luxembourg,30/05/2021,30,5,2021,8,3437
Luxembourg,31/05/2021,31,5,2021,7,3389
Luxembourg,1/06/2021,1,6,2021,5,3736
Luxembourg,2/06/2021,2,6,2021,3,4168
Luxembourg,3/06/2021,3,6,2021,3,6299
Luxembourg,4/06/2021,4,6,2021,3,6103
Luxembourg,5/06/2021,5,6,2021,2,5909
Luxembourg,6/06/2021,6,6,2021,2,6092
Luxembourg,7/06/2021,7,6,2021,2,6275
Luxembourg,8/06/2021,8,6,2021,3,6717
Luxembourg,9/06/2021,9,6,2021,2,7178
Luxembourg,10/06/2021,10,6,2021,1,5902
Luxembourg,11/06/2021,11,6,2021,1,6506
Luxembourg,12/06/2021,12,6,2021,1,6724
Luxembourg,13/06/2021,13,6,2021,1,6943
Luxembourg,14/06/2021,14,6,2021,2,7161
Luxembourg,15/06/2021,15,6,2021,2,6927
Luxembourg,16/06/2021,16,6,2021,2,6572
Luxembourg,17/06/2021,17,6,2021,2,6536
Luxembourg,18/06/2021,18,6,2021,2,6474
Luxembourg,19/06/2021,19,6,2021,2,6796
Luxembourg,20/06/2021,20,6,2021,2,7118
Luxembourg,21/06/2021,21,6,2021,2,7441
Luxembourg,22/06/2021,22,6,2021,2,7130
Luxembourg,23/06/2021,23,6,2021,2,6951
Luxembourg,24/06/2021,24,6,2021,2,6491
Luxembourg,25/06/2021,25,6,2021,1,6320
Luxembourg,26/06/2021,26,6,2021,1,5922
Luxembourg,27/06/2021,27,6,2021,1,5524
Luxembourg,28/06/2021,28,6,2021,1,5126
Luxembourg,29/06/2021,29,6,2021,1,5486
Luxembourg,30/06/2021,30,6,2021,1,7214
Luxembourg,1/07/2021,1,7,2021,1,7169
Luxembourg,2/07/2021,2,7,2021,1,6861
Luxembourg,3/07/2021,3,7,2021,1,6960
Luxembourg,4/07/2021,4,7,2021,1,7060
Luxembourg,5/07/2021,5,7,2021,1,7160
Luxembourg,6/07/2021,6,7,2021,1,7239
Luxembourg,7/07/2021,7,7,2021,1,5908
Luxembourg,8/07/2021,8,7,2021,1,6157
Luxembourg,9/07/2021,9,7,2021,1,6226
Luxembourg,10/07/2021,10,7,2021,1,5921
Luxembourg,11/07/2021,11,7,2021,2,5616
Luxembourg,12/07/2021,12,7,2021,2,5311
Luxembourg,13/07/2021,13,7,2021,3,5074
Luxembourg,14/07/2021,14,7,2021,4,4744
Luxembourg,15/07/2021,15,7,2021,5,5906
Luxembourg,16/07/2021,16,7,2021,4,5890
Luxembourg,17/07/2021,17,7,2021,5,6069
Luxembourg,18/07/2021,18,7,2021,5,6247
Luxembourg,19/07/2021,19,7,2021,6,6425
Luxembourg,20/07/2021,20,7,2021,6,5932
Luxembourg,21/07/2021,21,7,2021,6,5575
Luxembourg,22/07/2021,22,7,2021,5,4792
Luxembourg,23/07/2021,23,7,2021,3,4494
Luxembourg,24/07/2021,24,7,2021,3,4196
Luxembourg,25/07/2021,25,7,2021,2,3899
Luxembourg,26/07/2021,26,7,2021,3,3601
Luxembourg,27/07/2021,27,7,2021,3,3843
Luxembourg,28/07/2021,28,7,2021,3,4084
Luxembourg,29/07/2021,29,7,2021,5,3453
Luxembourg,30/07/2021,30,7,2021,6,3602
Luxembourg,31/07/2021,31,7,2021,6,3612
Luxembourg,1/08/2021,1,8,2021,7,3623
Luxembourg,2/08/2021,2,8,2021,7,3634
Luxembourg,3/08/2021,3,8,2021,5,3990
Luxembourg,4/08/2021,4,8,2021,5,3761
Luxembourg,5/08/2021,5,8,2021,5,3533
Luxembourg,6/08/2021,6,8,2021,6,3448
Luxembourg,7/08/2021,7,8,2021,6,3362
Luxembourg,8/08/2021,8,8,2021,7,3275
Luxembourg,9/08/2021,9,8,2021,6,3189
Luxembourg,10/08/2021,10,8,2021,6,2607
Luxembourg,11/08/2021,11,8,2021,6,2546
Luxembourg,12/08/2021,12,8,2021,6,2456
Luxembourg,13/08/2021,13,8,2021,6,2245
Luxembourg,14/08/2021,14,8,2021,6,2113
Luxembourg,15/08/2021,15,8,2021,6,1981
Luxembourg,16/08/2021,16,8,2021,6,1848
Luxembourg,17/08/2021,17,8,2021,5,1664
Luxembourg,18/08/2021,18,8,2021,5,1531
Luxembourg,19/08/2021,19,8,2021,3,1394
Luxembourg,20/08/2021,20,8,2021,3,1331
Luxembourg,21/08/2021,21,8,2021,4,1275
Luxembourg,22/08/2021,22,8,2021,5,1218
Luxembourg,23/08/2021,23,8,2021,5,1162
Luxembourg,24/08/2021,24,8,2021,5,1090
Luxembourg,25/08/2021,25,8,2021,5,1071
Luxembourg,26/08/2021,26,8,2021,5,1058
Luxembourg,27/08/2021,27,8,2021,8,1023
Malta,17/01/2021,17,1,2021,27,0
Malta,24/01/2021,24,1,2021,14,1192
Malta,31/01/2021,31,1,2021,10,1101
Malta,7/02/2021,7,2,2021,15,1643
Malta,14/02/2021,14,2,2021,3,1769
Malta,21/02/2021,21,2,2021,4,1825
Malta,28/02/2021,28,2,2021,11,2172
Malta,7/03/2021,7,3,2021,5,2606
Malta,14/03/2021,14,3,2021,9,3500
Malta,21/03/2021,21,3,2021,7,3367
Malta,28/03/2021,28,3,2021,2,4950
Malta,4/04/2021,4,4,2021,4,5016
Malta,11/04/2021,11,4,2021,7,4145
Malta,18/04/2021,18,4,2021,1,4543
Malta,25/04/2021,25,4,2021,3,5252
Malta,2/05/2021,2,5,2021,3,4090
Malta,9/05/2021,9,5,2021,0,5435
Malta,16/05/2021,16,5,2021,2,6339
Malta,23/05/2021,23,5,2021,0,7164
Malta,30/05/2021,30,5,2021,0,5884
Malta,6/06/2021,6,6,2021,0,5450
Malta,13/06/2021,13,6,2021,0,5099
Malta,20/06/2021,20,6,2021,0,5604
Malta,27/06/2021,27,6,2021,0,3702
Malta,4/07/2021,4,7,2021,1,4339
Malta,11/07/2021,11,7,2021,1,3119
Malta,18/07/2021,18,7,2021,0,2498
Malta,25/07/2021,25,7,2021,1,2883
Malta,1/08/2021,1,8,2021,5,2271
Malta,8/08/2021,8,8,2021,6,2070
Malta,15/08/2021,15,8,2021,4,1403
Malta,22/08/2021,22,8,2021,2,938
Netherlands,10/01/2021,10,1,2021,642,0
Netherlands,17/01/2021,17,1,2021,618,6170
Netherlands,24/01/2021,24,1,2021,595,12762
Netherlands,31/01/2021,31,1,2021,562,26479
Netherlands,7/02/2021,7,2,2021,503,31423
Netherlands,14/02/2021,14,2,2021,446,30977
Netherlands,21/02/2021,21,2,2021,431,35684
Netherlands,28/02/2021,28,2,2021,441,49242
Netherlands,7/03/2021,7,3,2021,457,42047
Netherlands,14/03/2021,14,3,2021,484,40732
Netherlands,21/03/2021,21,3,2021,507,30629
Netherlands,28/03/2021,28,3,2021,567,42573
Netherlands,4/04/2021,4,4,2021,631,64404
Netherlands,11/04/2021,11,4,2021,711,91907
Netherlands,18/04/2021,18,4,2021,725,115339
Netherlands,25/04/2021,25,4,2021,755,93419
Netherlands,2/05/2021,2,5,2021,741,98090
Netherlands,9/05/2021,9,5,2021,725,120565
Netherlands,16/05/2021,16,5,2021,646,144044
Netherlands,23/05/2021,23,5,2021,536,147515
Netherlands,30/05/2021,30,5,2021,442,144294
Netherlands,6/06/2021,6,6,2021,299,169206
Netherlands,13/06/2021,13,6,2021,180,237505
Netherlands,20/06/2021,20,6,2021,115,202886
Netherlands,27/06/2021,27,6,2021,68,204734
Netherlands,4/07/2021,4,7,2021,43,208736
Netherlands,11/07/2021,11,7,2021,40,159999
Netherlands,18/07/2021,18,7,2021,35,140609
Netherlands,25/07/2021,25,7,2021,73,105035
Netherlands,1/08/2021,1,8,2021,140,101744
Netherlands,8/08/2021,8,8,2021,177,107155
Netherlands,15/08/2021,15,8,2021,184,83094
Netherlands,22/08/2021,22,8,2021,184,23423
Romania,10/01/2021,10,1,2021,1106,13528
Romania,17/01/2021,17,1,2021,1101,13699
Romania,24/01/2021,24,1,2021,1005,34586
Romania,31/01/2021,31,1,2021,989,35019
Romania,7/02/2021,7,2,2021,984,23558
Romania,14/02/2021,14,2,2021,958,36808
Romania,21/02/2021,21,2,2021,936,37893
Romania,28/02/2021,28,2,2021,985,21950
Romania,7/03/2021,7,3,2021,1070,41988
Romania,14/03/2021,14,3,2021,1171,47683
Romania,21/03/2021,21,3,2021,1286,51564
Romania,28/03/2021,28,3,2021,1348,55949
Romania,4/04/2021,4,4,2021,1434,56354
Romania,11/04/2021,11,4,2021,1495,55957
Romania,18/04/2021,18,4,2021,1518,76054
Romania,25/04/2021,25,4,2021,1405,85784
Romania,2/05/2021,2,5,2021,1295,72791
Romania,9/05/2021,9,5,2021,1100,93436
Romania,16/05/2021,16,5,2021,829,106327
Romania,23/05/2021,23,5,2021,663,84068
Romania,30/05/2021,30,5,2021,485,68691
Romania,6/06/2021,6,6,2021,391,61364
Romania,13/06/2021,13,6,2021,265,42603
Romania,20/06/2021,20,6,2021,265,28515
Romania,27/06/2021,27,6,2021,125,20535
Romania,4/07/2021,4,7,2021,67,20743
Romania,11/07/2021,11,7,2021,57,14787
Romania,18/07/2021,18,7,2021,54,12118
Romania,25/07/2021,25,7,2021,33,14901
Romania,1/08/2021,1,8,2021,49,13580
